word,reviewed
ра́-ме-на,ра́-ме-на
ра́-мо,ра́-мо
ра́-мꙋ,ра́-мꙋ
ра́-мѣ,ра́-мѣ
ра́-мѣхъ,ра́-мѣхъ
ра́-на-ми,ра́-на-ми
ра́-намъ,ра́-намъ
ра́-нѡ,ра́-нѡ
ра́-но-ю,ра́-но-ю
ра́нъ,ра́нъ
ра̑нъ,ра̑нъ
ра́-ны,ра́-ны
ра̑-ны,ра̑-ны
рас-ка́-ет-сѧ,рас-ка́-ет-сѧ
рас-ка́-ѧ-нї-е,рас-ка́-ѧ-нї-е
рас-па-да́-ше-сѧ,рас-па-да́-ше-сѧ
рас-па-ла́-е-ма-ѧ,рас-па-ла́-е-ма-ѧ
рас-па-ла́-е-ми,рас-па-ла́-е-ми
рас-па-ла́-емь,рас-па-ла́-емь
рас-па-ла́-ста-сѧ,рас-па-ла́-ста-сѧ
рас-па-лѧ́-емь,рас-па-лѧ́-емь
рас-пе́н-ша-го-сѧ,рас-пе́н-ша-го-сѧ
рас-пе́н-ше-мꙋ-сѧ,рас-пе́н-ше-мꙋ-сѧ
рас-пи-на́-е-ма,рас-пи-на́-е-ма
рас-пи-на́-емь,рас-пи-на́-емь
рас-пи-на́-е-ши-сѧ,рас-пи-на́-е-ши-сѧ
рас-пнѝ,рас-пнѝ
рас-пны́й-сѧ,рас-пны́й-сѧ
рас-про-сте́ръ,рас-про-сте́ръ
рас-пѧ́л-сѧ,рас-пѧ́л-сѧ
рас-пѧ́-сѧ,рас-пѧ́-сѧ
рас-пѧ́-та-го,рас-пѧ́-та-го
рас-пѧ́-ти,рас-пѧ́-ти
рас-пѧ́-тї-е,рас-пѧ́-тї-е
рас-пѧ́-тї-ю,рас-пѧ́-тї-ю
рас-пѧ́-тї-ѧ,рас-пѧ́-тї-ѧ
рас-пѧ́т-сѧ,рас-пѧ́т-сѧ
ра́с-пѧтъ,ра́с-пѧтъ
рас-пѧ́-ша,рас-пѧ́-ша
рас-та́-ѧ-ша-сѧ,рас-та́-ѧ-ша-сѧ
рас-тво-рѝ,рас-тво-рѝ
рас-тво-ри́хъ,рас-тво-ри́хъ
рас-тер-за̀,рас-тер-за̀
рас-тер-за́в-ша-ѧ,рас-тер-за́в-ша-ѧ
рас-тер-за́въ,рас-тер-за́въ
рас-тер-за́лъ,рас-тер-за́лъ
рас-тлѝ,рас-тлѝ
рас-тлѣ́-сѧ,рас-тлѣ́-сѧ
рас-то́рг-ни,рас-то́рг-ни
рас-то́рг-нꙋ-вый,рас-то́рг-нꙋ-вый
рас-то́р-же,рас-то́р-же
рас-то-ча́т-сѧ,рас-то-ча́т-сѧ
рас-то-чє́н-на-ѧ,рас-то-чє́н-на-ѧ
рас-то-чи́лъ,рас-то-чи́лъ
ра́-ти,ра́-ти
ра́т-ни-кѡвъ,ра́т-ни-кѡвъ
ра́ть,ра́ть
ра-хи́ль,ра-хи́ль
ра́-цѣ,ра́-цѣ
ра-че́-нї-е,ра-че́-нї-е
ра-че́-нї-емъ,ра-че́-нї-емъ
ра-че́-нї-ѧ,ра-че́-нї-ѧ
ра-чи́-тє-ли,ра-чи́-тє-ли
ра-чи́-те-лї-е,ра-чи́-те-лї-е
ра-чи́-тель,ра-чи́-тель
ра-чи́-те-лю,ра-чи́-те-лю
ра-чи́-те-лѧ,ра-чи́-те-лѧ
ра-ю̀,ра-ю̀
ра-ѧ̀,ра-ѧ̀
рве́-нї-е,рве́-нї-е
ре-а́-ла,ре-а́-ла
ре-а̑-ла,ре-а̑-ла
ре-а́-ли,ре-а́-ли
ре-а́-лѡвъ,ре-а́-лѡвъ
ре-а́лъ,ре-а́лъ
ре́-бра,ре́-бра
ре-бро̀,ре-бро̀
ре́-брѡмъ,ре́-брѡмъ
ре́бръ,ре́бръ
ре-ве́к-ка,ре-ве́к-ка
ре-вни́-тель,ре-вни́-тель
ре-вни́-те-лю,ре-вни́-те-лю
ре-вни́-те-лѧ,ре-вни́-те-лѧ
ре́-вно-сти,ре́-вно-сти
ре́в-но-стї-ю,ре́-вно-стї-ю
ре́в-ность,ре́-вность
ре-внꙋ́й,ре-внꙋ́й
ре-во-ка́тъ,ре-во-ка́тъ
ре-кі́й,ре-кі́й
ре-кла̀,ре-кла̀
ре́клъ,ре́клъ
ре-ко́-ста,ре-ко́-ста
ре-ко́-сте,ре-ко́-сте
ре-ко́-хомъ,ре-ко́-хомъ
ре-ко́хъ,ре-ко́хъ
ре-ко́-ша,ре-ко́-ша
ре-кꙋ̀,ре-кꙋ̀
ре-кꙋ́тъ,ре-кꙋ́тъ
ре́к-ше,ре́к-ше
ре́к-шихъ,ре́к-шихъ
ре́к-шꙋ,ре́к-шꙋ
ре́къ,ре́къ
ре-чѐ,ре-чѐ
ре-че́мъ,ре-че́мъ
ре-че́-нї-е,ре-че́-нї-е
ре-че́-нї-ємъ,ре-че́-нї-ємъ
ре-чє́-нї-ѧ,ре-чє́-нї-ѧ
ре-чє́н-на-ѧ,ре-чє́н-на-ѧ
ре-че́н-но-е,ре-че́н-но-е
ре-че́н-но-мꙋ,ре-че́н-но-мꙋ
ре-че́н-ныхъ,ре-че́н-ныхъ
ре-че́-но,ре-че́-но
ре-че́-сѧ,ре-че́-сѧ
ре-че́-те,ре-че́-те
ре-че́т-сѧ,ре-че́т-сѧ
ре-че́тъ,ре-че́тъ
ре-че́-ши,ре-че́-ши
ре-щѝ,ре-щѝ
ржⷭ҇тва̀,ржⷭ҇тва̀
ржⷭ҇тво̀,ржⷭ҇тво̀
ржⷭ҇тво́мъ,ржⷭ҇тво́мъ
ржⷭ҇твꙋ̀,ржⷭ҇твꙋ̀
ржⷭ҇твѣ̀,ржⷭ҇твѣ̀
ри́-за,ри́-за
ри́-за-ми,ри́-за-ми
ри́-захъ,ри́-захъ
ри́-зо-ю,ри́-зо-ю
ри́-зꙋ,ри́-зꙋ
ри́зъ,ри́зъ
ри̑-зы,ри̑-зы
ри́-зѣ,ри́-зѣ
риⷨ,риⷨ
ри́-ма,ри́-ма
ри́м-лѧ-нѡмъ,ри́м-лѧ-нѡмъ
ри́м-ска-гѡ,ри́м-ска-гѡ
ри́мъ,ри́мъ
ри́-мѣ,ри́-мѣ
рі́-е,рі́-е
рі́м-ма,рі́м-ма
рі́ѯъ,рі́ѯъ
ро́-ва,ро́-ва
ро-во-а́мъ,ро-во-а́мъ
ро́въ,ро́въ
ро́-вѣ,ро́-вѣ
ро́-ги,ро́-ги
ро́гъ,ро́гъ
ро́-да,ро́-да
ро́-де,ро́-де
ро́-ди,ро́-ди
ро-ди́,ро-ди́
ро-дѝ,ро-дѝ
ро-ди́в-сѧ,ро-ди́в-сѧ
ро-ди́в-ша-ѧ,ро-ди́в-ша-ѧ
ро-ди́в-шꙋ-ю,ро-ди́в-шꙋ-ю
ро-ди́-вый-сѧ,ро-ди́-вый-сѧ
ро-ди-ла̀,ро-ди-ла̀
ро-ди́л-сѧ,ро-ди́л-сѧ
ро-ди́-сѧ,ро-ди́-сѧ
ро-ди́-те-левъ,ро-ди́-те-левъ
ро-ди́-те-лей,ро-ди́-те-лей
ро-ди́-те-лємъ,ро-ди́-те-лємъ
ро-ди́-те-ли,ро-ди́-те-ли
ро-ди́-тель,ро-ди́-тель
ро-ди́-тель-ни-цꙋ,ро-ди́-тель-ни-цꙋ
ро-ди́-те-лю,ро-ди́-те-лю
ро-ди́-те-лѧ,ро-ди́-те-лѧ
ро-ди́-ти,ро-ди́-ти
ро-ди́-ти-сѧ,ро-ди́-ти-сѧ
ро-ди́т-сѧ,ро-ди́т-сѧ
ро-ди́тъ,ро-ди́тъ
ро-ди́хъ,ро-ди́хъ
ро-ди́-ша-сѧ,ро-ди́-ша-сѧ
ро-ди́-ши,ро-ди́-ши
ро-дї-ѡ́нъ,ро-дї-ѡ́нъ
ро́-до-ве,ро́-до-ве
ро-дѡ́въ,ро-дѡ́въ
ро́-домъ,ро́-домъ
ро-дѡ́мъ,ро-дѡ́мъ
ро-до-пї-а́нъ,ро-до-пї-а́нъ
ро́-дꙋ,ро́-дꙋ
ро́дъ,ро́дъ
ро́-ды,ро́-ды
ро́-дѣ,ро́-дѣ
ро́-дѣхъ,ро́-дѣхъ
ро-жде́й-сѧ,ро-жде́й-сѧ
ро-жде́-нї-е,ро-жде́-нї-е
ро-жде́-нї-и,ро-жде́-нї-и
ро-жде́-нї-ю,ро-жде́-нї-ю
ро-жде́-нї-ѧ,ро-жде́-нї-ѧ
ро-жде́н-на,ро-жде́н-на
ро-жде́н-на-го,ро-жде́н-на-го
ро-жде́н-но-е,ро-жде́н-но-е
ро-жде́н-но-мꙋ,ро-жде́н-но-мꙋ
ро-жде́н-ный,ро-жде́н-ный
ро-жде́н-ныхъ,ро-жде́н-ныхъ
ро-жде́-ный,ро-жде́-ный
ро-жде-ства̀,ро-жде-ства̀
ро-жде-ство̀,ро-жде-ство̀
ро-жде-ство́мъ,ро-жде-ство́мъ
ро-жде-ствꙋ̀,ро-жде-ствꙋ̀
ро-жде-ствѣ̀,ро-жде-ствѣ̀
ро́жд-сѧ,ро́жд-сѧ
ро-ждꙋ̀,ро-ждꙋ̀
ро́жд-ша-го-сѧ,ро́жд-ша-го-сѧ
ро́жд-ша-ѧ,ро́жд-ша-ѧ
ро́жд-ше-е-сѧ,ро́жд-ше-е-сѧ
ро́жд-шей,ро́жд-шей
ро́жд-ше-мꙋ,ро́жд-ше-мꙋ
ро́жд-ше-мꙋ-сѧ,ро́жд-ше-мꙋ-сѧ
ро́жд-ше-ю,ро́жд-ше-ю
ро́жд-ши,ро́жд-ши
ро́жд-ши-сѧ,ро́жд-ши-сѧ
ро́жд-шї-ѧ,ро́жд-шї-ѧ
ро́жд-шꙋ-сѧ,ро́жд-шꙋ-сѧ
ро́жд-шꙋ-ю,ро́жд-шꙋ-ю
роⷥ,роⷥ
роз-во́дъ,роз-во́дъ
роз-га̀,роз-га̀
рѡ-ма́-на,рѡ-ма́-на
рѡ-ма́-не,рѡ-ма́-не
рѡ-мѵ́лъ,рѡ-мѵ́лъ
ро-пта́-хꙋ,ро-пта́-хꙋ
ро-са̀,ро-са̀
ро́с-ный,ро́с-ный
ро-со-4да́-тель-на-ѧ,ро-со-4да́-тель-на-ѧ
ро-со-4да́-тель-нꙋ,ро-со-4да́-тель-нꙋ
ро-со-4да́-тель-ный,ро-со-4да́-тель-ный
ро-со-4но́с-на-ѧ,ро-со-4но́с-на-ѧ
ро-со-4но́с-но-мꙋ,ро-со-4но́с-но-мꙋ
ро-со-4то-ча́-щꙋ,ро-со-4то-ча́-щꙋ
ро-со́-ю,ро-со́-ю
рѡс-сі́-а,рѡс-сі́-а
рѡс-сі́-и,рѡс-сі́-и
рѡс-сі́й-ска-гѡ,рѡс-сі́й-ска-гѡ
рѡс-сі̑й-ска-ѧ,рѡс-сі̑й-ска-ѧ
рѡс-сі̑й-скимъ,рѡс-сі̑й-скимъ
рѡс-сі́й-скихъ,рѡс-сі́й-скихъ
рѡс-сі́й-скїй,рѡс-сі́й-скїй
рѡс-сі́й-скї-ѧ,рѡс-сі́й-скї-ѧ
рѡс-сі̑й-скї-ѧ,рѡс-сі̑й-скї-ѧ
рѡс-сі́й-скꙋ-ю,рѡс-сі́й-скꙋ-ю
рѡс-сі́й-стї-и,рѡс-сі́й-стї-и
рѡс-сі́й-стѣй,рѡс-сі́й-стѣй
ро-сто́в-ска-гѡ,ро-сто́в-ска-гѡ
ро́-сꙋ,ро́-сꙋ
рꙋ́-би-щемъ,рꙋ́-би-щемъ
рꙋ-бле́й,рꙋ-бле́й
рꙋ-блѝ,рꙋ-блѝ
рꙋ́бль,рꙋ́бль
рꙋ-блѧ̀,рꙋ-блѧ̀
рꙋ-блѧ̑,рꙋ-блѧ̑
рꙋ-га́-ет-сѧ,рꙋ-га́-ет-сѧ
рꙋ-га́-хꙋ-сѧ,рꙋ-га́-хꙋ-сѧ
рꙋ-ка̀,рꙋ-ка̀
рꙋ-ка́-ма,рꙋ-ка́-ма
рꙋ-ка́-ми,рꙋ-ка́-ми
рꙋ-ка́хъ,рꙋ-ка́хъ
рꙋ́-ки,рꙋ́-ки
рꙋ-кѝ,рꙋ-кѝ
рꙋ-ко-во-дѝ,рꙋ-ко-во-дѝ
рꙋ-ко-но-си́мь,рꙋ-ко-но-си́мь
рꙋ-ко-пи-са́-нї-е,рꙋ-ко-пи-са́-нї-е
рꙋ-ко́-ю,рꙋ-ко́-ю
рꙋ-ко-ѧ̑-ти,рꙋ-ко-ѧ̑-ти
рꙋ́-кꙋ,рꙋ́-кꙋ
рꙋ-кꙋ̀,рꙋ-кꙋ̀
рꙋ́къ,рꙋ́къ
рꙋ-но̀,рꙋ-но̀
рꙋ́-пї-и,рꙋ́-пї-и
рꙋ́-пїй,рꙋ́-пїй
рꙋ̑-пї-и,рꙋ̑-пї-и
рꙋ́-пї-ѧ,рꙋ́-пї-ѧ
рꙋ-сѝ,рꙋ-сѝ
рꙋ́с-скихъ,рꙋ́с-скихъ
рꙋ́с-скїй,рꙋ́с-скїй
рꙋ́с-скї-ѧ,рꙋ́с-скї-ѧ
рꙋ́с-скꙋ-ю,рꙋ́с-скꙋ-ю
рꙋ-сті́къ,рꙋ-сті́къ
рꙋ́сь,рꙋ́сь
рꙋ-фі́нъ,рꙋ-фі́нъ
рꙋ́-це,рꙋ́-це
рꙋ́-цѣ,рꙋ́-цѣ
рꙋ́ч-ка,рꙋ́ч-ка
рꙋ́ч-ко,рꙋ́ч-ко
рꙋ-ши́-сѧ,рꙋ-ши́-сѧ
рꙋ́ѳъ,рꙋ́ѳъ
рце́мъ,рце́мъ
рцы̀,рцы̀
рцы́-те,рцы́-те
ры́-бꙋ,ры́-бꙋ
ры́бъ,ры́бъ
ры́-бы,ры́-бы
ры̑-бы,ры̑-бы
ры-да́-етъ,ры-да́-етъ
ры-да́й,ры-да́й
ры-да́-нї-е,ры-да́-нї-е
ры-да́-нї-емъ,ры-да́-нї-емъ
ры-да́-нї-ѧ,ры-да́-нї-ѧ
ры-да́-ше,ры-да́-ше
ры-да́-ю,ры-да́-ю
ры-да́-ю-щи,ры-да́-ю-щи
ры-да́-ю-щꙋ-ю,ры-да́-ю-щꙋ-ю
ры-да́-ю-щѧ,ры-да́-ю-щѧ
ры-да́-ѧ,ры-да́-ѧ
рѣ́-етъ,рѣ́-етъ
рѣ-ка̀,рѣ-ка̀
рѣ-ка́хъ,рѣ-ка́хъ
рѣ-кѝ,рѣ-кѝ
рѣ-ко̀,рѣ-ко̀
рѣ-кꙋ̀,рѣ-кꙋ̀
рѣ́-ста,рѣ́-ста
рѣ́-хомъ,рѣ́-хомъ
рѣ́хъ,рѣ́хъ
рѣ-цѣ̀,рѣ-цѣ̀
рѣ̑-чи,рѣ̑-чи
рѣ́-ша,рѣ́-ша
рѣ-ше́-нї-е,рѣ-ше́-нї-е
рѣ-ши́-тель-но-е,рѣ-ши́-тель-но-е
рѣ-ши́-ти,рѣ-ши́-ти
рѣ-ши́-ши,рѣ-ши́-ши
рѧ-до-ва́-гѡ,рѧ-до-ва́-гѡ
рѧ-до-ва́-ѧ,рѧ-до-ва́-ѧ
рѧ-до-вꙋ́-ю,рѧ-до-вꙋ́-ю
рѧ́-дꙋ,рѧ́-дꙋ
рѧ-дꙋ̀,рѧ-дꙋ̀
рѧ́дъ,рѧ́дъ
рѧ̑-сны,рѧ̑-сны
са-ва-ѡ́-ѳа,са-ва-ѡ́-ѳа
са-ва-ѡ́ѳъ,са-ва-ѡ́ѳъ
са́в-ва,са́в-ва
сав-ва́-тї-а,сав-ва́-тї-а
сав-ва́-тї-е,сав-ва́-тї-е
сав-ва́-тїй,сав-ва́-тїй
са́в-во,са́в-во
са́в-вы,са́в-вы
са́-да,са́-да
са́дъ,са́дъ
са-ла-ма́нъ,са-ла-ма́нъ
са-ма́,са-ма́
са-ма̀,са-ма̀
са-ма-го̀,са-ма-го̀
са-ма-гѡ̀,са-ма-гѡ̀
са-ма́-ра,са-ма́-ра
са-ма-рі́-и,са-ма-рі́-и
са-ма-рі́-ю,са-ма-рі́-ю
са-ма-рѧ-ны́-ни,са-ма-рѧ-ны́-ни
са-ма-рѧ-ны́-нѧ,са-ма-рѧ-ны́-нѧ
са́-ми,са́-ми
са-ми́хъ,са-ми́хъ
са́-мо,са́-мо
са-мо-бы́т-нѣ,са-мо-бы́т-нѣ
са-мо-ви́д-цы,са-мо-ви́д-цы
са-мо-вла́ст-нѡ,са-мо-вла́ст-нѡ
са-мо-вла́ст-нꙋ-ю,са-мо-вла́ст-нꙋ-ю
са-мо-во́ль-нѣ,са-мо-во́ль-нѣ
са-мо-гла́-сенъ,са-мо-гла́-сенъ
са-мо-гла́с-на,са-мо-гла́с-на
са-мо-гла́с-нꙋ,са-мо-гла́с-нꙋ
са-мо-гла́с-ны,са-мо-гла́с-ны
са-мо-го̀,са-мо-го̀
са-мо-дер-жа́-венъ,са-мо-дер-жа́-венъ
са-мо-дер-жа́в-нѣй-ша-го,са-мо-дер-жа́в-нѣй-ша-го
са-мо-дер-жа́в-нѣй-ше-мꙋ,са-мо-дер-жа́в-нѣй-ше-мꙋ
са-мо-дер-жа́в-нѣй-шемъ,са-мо-дер-жа́в-нѣй-шемъ
са́-мо-е,са́-мо-е
са-мо-мꙋ̀,са-мо-мꙋ̀
са-мо́мъ,са-мо́мъ
са-мо-по-до́-бенъ,са-мо-по-до́-бенъ
са-мꙋ́-и-ла,са-мꙋ́-и-ла
са-мꙋ-и́лъ,са-мꙋ-и́лъ
са́-мꙋ-ю,са́-мꙋ-ю
са-мꙋ́-ю,са-мꙋ́-ю
са́мъ,са́мъ
са́-мый,са́-мый
са́-мыхъ,са́-мыхъ
са́-мы-ѧ,са́-мы-ѧ
са-мѣ́мъ,са-мѣ́мъ
са-мѣ́хъ,са-мѣ́хъ
сам-ѱѡ́-на,сам-ѱѡ́-на
сам-ѱѡ́нъ,сам-ѱѡ́нъ
са́нъ,са́нъ
са-ро́в-ска-ѧ,са-ро́в-ска-ѧ
са́р-ра,са́р-ра
са-со́-нїй,са-со́-нїй
са-та-на̀,са-та-на̀
са-то-рі́нъ,са-то-рі́нъ
са-тор-ни́лъ,са-тор-ни́лъ
са-тор-ні́й,са-тор-ні́й
са-тор-ні́нъ,са-тор-ні́нъ
са-тѵ́ръ,са-тѵ́ръ
са-ꙋ́-ла,са-ꙋ́-ла
са-ꙋ́-лꙋ,са-ꙋ́-лꙋ
са-ꙋ́лъ,са-ꙋ́лъ
са-ха-ли́нъ,са-ха-ли́нъ
са́ѵлъ,са́ѵлъ
сбꙋ́-дет-сѧ,сбꙋ́-дет-сѧ
сбы́ст-сѧ,сбы́ст-сѧ
сбы-тї-ѐ,сбы-тї-ѐ
сва-ри́-ша-сѧ,сва-ри́-ша-сѧ
сви-дѣ́-нїй,сви-дѣ́-нїй
сви-дѣ́-нї-ѧ,сви-дѣ́-нї-ѧ
сви-дѣ́-те-лей,сви-дѣ́-те-лей
сви-дѣ́-те-ли,сви-дѣ́-те-ли
сви-дѣ́-те-лї-е,сви-дѣ́-те-лї-е
сви-дѣ́-тель,сви-дѣ́-тель
сви-дѣ́-тель-ства,сви-дѣ́-тель-ства
сви-дѣ́-тель-ство,сви-дѣ́-тель-ство
сви-дѣ́-тель-ство-ва,сви-дѣ́-тель-ство-ва
сви-дѣ́-тель-ство-ван-на,сви-дѣ́-тель-ство-ван-на
сви-дѣ́-тель-ство-ва-ше,сви-дѣ́-тель-ство-ва-ше
сви-дѣ́-тель-ствꙋ-е-мꙋ,сви-дѣ́-тель-ствꙋ-е-мꙋ
сви-дѣ́-тель-ствꙋ-ет-сѧ,сви-дѣ́-тель-ствꙋ-ет-сѧ
сви-дѣ́-тель-ствꙋ-етъ,сви-дѣ́-тель-ствꙋ-етъ
сви-дѣ́-тель-ствꙋ-ютъ,сви-дѣ́-тель-ствꙋ-ютъ
сви-дѣ́-тель-ствꙋ-ѧ,сви-дѣ́-тель-ствꙋ-ѧ
сви-дѣ́-тель-ствꙋ-ѧй,сви-дѣ́-тель-ствꙋ-ѧй
сви-дѣ́-те-лѧ,сви-дѣ́-те-лѧ
сви-рѣ́п-ство,сви-рѣ́п-ство
сви-рѣ́-пѣ-ю-щꙋ-ю,сви-рѣ́-пѣ-ю-щꙋ-ю
сви́-токъ,сви́-токъ
сво-бо́-да,сво-бо́-да
сво-бо́-денъ,сво-бо́-денъ
сво-бо-дѝ,сво-бо-дѝ
сво-бо-ди́в-ше-мꙋ,сво-бо-ди́в-ше-мꙋ
сво-бо-ди́-вый,сво-бо-ди́-вый
сво-бо-ди́-ла,сво-бо-ди́-ла
сво-бо-ди́лъ,сво-бо-ди́лъ
сво-бо-ди́-сѧ,сво-бо-ди́-сѧ
сво-бо-ди́-тель,сво-бо-ди́-тель
сво-бо-ди́-те-лѧ,сво-бо-ди́-те-лѧ
сво-бо-ди́-ти,сво-бо-ди́-ти
сво-бо-ди́тъ,сво-бо-ди́тъ
сво-бо-ди́-хом-сѧ,сво-бо-ди́-хом-сѧ
сво-бо-ди́-ши,сво-бо-ди́-ши
сво-бо́д-на,сво-бо́д-на
сво-бо́-дꙋ,сво-бо́-дꙋ
сво-бо́-ды,сво-бо́-ды
сво-бо́дь,сво-бо́дь
сво-бо-жда́-ѧ,сво-бо-жда́-ѧ
сво-бо-жде́-нї-е,сво-бо-жде́-нї-е
сво-ѐ,сво-ѐ
сво-е-го̀,сво-е-го̀
сво-е-гѡ̀,сво-е-гѡ̀
сво-е́й,сво-е́й
сво-е-мꙋ̀,сво-е-мꙋ̀
сво-е́мъ,сво-е́мъ
сво-е́-ю,сво-е́-ю
сво-е-ѧ̀,сво-е-ѧ̀
сво́й,сво́й
сво-и́-ма,сво-и́-ма
сво-и́-ми,сво-и́-ми
сво-и́мъ,сво-и́мъ
сво-и̑мъ,сво-и̑мъ
свѡ́й-ства,свѡ́й-ства
сво́й-ствен-но,сво́й-ствен-но
сво́й-ство,сво́й-ство
сво́й-ствы,сво́й-ствы
сво-и́хъ,сво-и́хъ
сво-ю̀,сво-ю̀
сво-ѧ̑,сво-ѧ̑
свы́-ше,свы́-ше
свѣ́-дый,свѣ́-дый
свѣ́сть,свѣ́сть
свѣ́-та,свѣ́-та
свѣ́-те,свѣ́-те
свѣ́-телъ,свѣ́-телъ
свѣ-ти̑-ла,свѣ-ти̑-ла
свѣ-ти́-ленъ,свѣ-ти́-ленъ
свѣ-ти́-ло,свѣ-ти́-ло
свѣ-ти́ль-ни-ка,свѣ-ти́ль-ни-ка
свѣ-ти́ль-ни-ки,свѣ-ти́ль-ни-ки
свѣ-ти́ль-никъ,свѣ-ти́ль-никъ
свѣ-ти́ль-ни-цы,свѣ-ти́ль-ни-цы
свѣ-ти̑ль-ни-цы,свѣ-ти̑ль-ни-цы
свѣ-ти́ль-ни-че,свѣ-ти́ль-ни-че
свѣ-ти́-сѧ,свѣ-ти́-сѧ
свѣ́-тит-сѧ,свѣ́-тит-сѧ
свѣт-ла̀,свѣт-ла̀
свѣ́т-ла-гѡ,свѣ́т-ла-гѡ
свѣ́т-ла-ѧ,свѣ́т-ла-ѧ
свѣ́т-ли,свѣ́т-ли
свѣ́т-лї-и,свѣ́т-лї-и
свѣ́т-лѡ,свѣ́т-лѡ
свѣ́т-ло-е,свѣ́т-ло-е
свѣ́т-ло-стехъ,свѣ́т-ло-стехъ
свѣ́т-ло-сти,свѣ́т-ло-сти
свѣ́т-ло-стї-ю,свѣ́т-ло-стї-ю
свѣ́т-лость,свѣ́т-лость
свѣ́т-лость-ми,свѣ́т-лость-ми
свѣт-лость-мѝ,свѣт-лость-мѝ
свѣ́т-ло-ю,свѣ́т-ло-ю
свѣ́т-лꙋ,свѣ́т-лꙋ
свѣ́т-лꙋ-ю,свѣ́т-лꙋ-ю
свѣ́тл-шꙋ-ю,свѣ́тл-шꙋ-ю
свѣ́т-лый,свѣ́т-лый
свѣ́т-лы-ми,свѣ́т-лы-ми
свѣ́т-лымъ,свѣ́т-лымъ
свѣ́т-лы-ѧ,свѣ́т-лы-ѧ
свѣ́т-лѣ,свѣ́т-лѣ
свѣт-лѣ́-е,свѣт-лѣ́-е
свѣт-лѣ́-ет-сѧ,свѣт-лѣ́-ет-сѧ
свѣт-лѣ́й-ше,свѣт-лѣ́й-ше
свѣт-лѣ́й-ше-е,свѣт-лѣ́й-ше-е
свѣт-лѣ́й-ши,свѣт-лѣ́й-ши
свѣт-лѣ́й-шїй,свѣт-лѣ́й-шїй
свѣ́т-лѣмъ,свѣ́т-лѣмъ
свѣ-то-4во́д-ствꙋй,свѣ-то-4во́д-ствꙋй
свѣ-то-4да́в-ца,свѣ-то-4да́в-ца
свѣ-то-4да́в-че,свѣ-то-4да́в-че
свѣ-то-4за́-ренъ,свѣ-то-4за́-ренъ
свѣ-то-4за́р-но-е,свѣ-то-4за́р-но-е
свѣ-то-4на-ча́ль-ни-кꙋ,свѣ-то-4на-ча́ль-ни-кꙋ
свѣ-то-4но́с-на,свѣ-то-4но́с-на
свѣ-то-4но́с-на-ѧ,свѣ-то-4но́с-на-ѧ
свѣ-то-4но́с-ный,свѣ-то-4но́с-ный
свѣ-то-4но́с-нымъ,свѣ-то-4но́с-нымъ
свѣ-то-4ѻб-ра̑з-на-ѧ,свѣ-то-4ѻб-ра̑з-на-ѧ
свѣ-то-ви́-денъ,свѣ-то-ви́-денъ
свѣ-то-ви́-дѣнъ,свѣ-то-ви́-дѣнъ
свѣ́-тѡвъ,свѣ́-тѡвъ
свѣ-то-за-ре́-нї-емъ,свѣ-то-за-ре́-нї-емъ
свѣ-то-за́р-на-ѧ,свѣ-то-за́р-на-ѧ
свѣ-то-за́р-ный,свѣ-то-за́р-ный
свѣ-то-за́р-ны-ми,свѣ-то-за́р-ны-ми
свѣ-то-ли́-тї-емъ,свѣ-то-ли́-тї-емъ
свѣ-то-ли́-тї-ѧ,свѣ-то-ли́-тї-ѧ
свѣ-то-лꙋ́ч-ны-ми,свѣ-то-лꙋ́ч-ны-ми
свѣ́-томъ,свѣ́-томъ
свѣ-то-но́с-но-е,свѣ-то-но́с-но-е
свѣ-то-но́с-нꙋ-ю,свѣ-то-но́с-нꙋ-ю
свѣ-то-но́с-ны-ми,свѣ-то-но́с-ны-ми
свѣ́-тꙋ,свѣ́-тꙋ
свѣ́тъ,свѣ́тъ
свѣ́-тѣ,свѣ́-тѣ
свѣ-ща̀,свѣ-ща̀
свѣ-ща́-ми,свѣ-ща́-ми
свѣ-щѐ,свѣ-щѐ
свѣ-ще-но́с-цы,свѣ-ще-но́с-цы
свѣ-ще́-ю,свѣ-ще́-ю
свѣ-щѝ,свѣ-щѝ
свѣ́щ-никъ,свѣ́щ-никъ
свѣ́щ-ни-цѣ,свѣ́щ-ни-цѣ
свѣ́щ-ни-че,свѣ́щ-ни-че
свѣ-щꙋ̀,свѣ-щꙋ̀
свѣ-щы̀,свѣ-щы̀
свѧ-за̀,свѧ-за̀
свѧ-за́в-ше-мꙋ,свѧ-за́в-ше-мꙋ
свѧ-за́въ,свѧ-за́въ
свѧ-за́лъ,свѧ-за́лъ
свѧ́-за-на,свѧ́-за-на
свѧ́-за-ни,свѧ́-за-ни
свѧ́-зан-на-го,свѧ́-зан-на-го
свѧ̑-зан-ны-ѧ,свѧ̑-зан-ны-ѧ
свѧ́-занъ,свѧ́-занъ
свѧ-зꙋ́-е-ми,свѧ-зꙋ́-е-ми
