reviewed,word
рѡс.сі́й-скї-ѧ,рѡс.сі́й-скї-ѧ
рѡс.сі̑й-скї-ѧ,рѡс.сі̑й-скї-ѧ
рѡс.сі́й-скꙋ-ю,рѡс.сі́й-скꙋ-ю
рѡс.сі́й-стї-и,рѡс.сі́й-стї-и
рѡс.сі́й-стѣй,рѡс.сі́й-стѣй
рꙋ.ко-пи-са́-нї-е,рꙋ.ко-пи-са́-нї-е
рꙋ̑.пї-и,рꙋ̑.пї-и
рꙋ.фі́нъ,рꙋ.фі́нъ
рꙋ́ч.ка,рꙋ́ч.ка
рꙋ́ч.ко,рꙋ́ч.ко
рѧ̑-с*ны,рѧ̑-с*ны
са-ва.ѡ́-ѳа,са-ва.ѡ́-ѳа
са-ва.ѡ́ѳъ,са-ва.ѡ́ѳъ
са-ма.рѧ-ны́-ни,са-ма.рѧ-ны́-ни
са-ма.рѧ-ны́-нѧ,са-ма.рѧ-ны́-нѧ
сам.ѱѡ́-на,сам.ѱѡ́-на
сам.ѱѡ́нъ,сам.ѱѡ́нъ
са́р.ра,са́р.ра
с*бꙋ́-дет-сѧ,с*бꙋ́-дет-сѧ
с*бы́ст-сѧ,с*бы́ст-сѧ
с*бы-тї-ѐ,с*бы-тї-ѐ
свѣ*т.ла̀,свѣ*т.ла̀
свѣ́т*л-шꙋ-ю,свѣ́т*л-шꙋ-ю
свѣ́т.лѣ,свѣ́т.лѣ
свѣ*т.лѣ́-е,свѣ*т.лѣ́-е
свѣ*т.лѣ́-ет-сѧ,свѣ*т.лѣ́-ет-сѧ
свѣ*т.лѣ́й-ше,свѣ*т.лѣ́й-ше
свѣ*т.лѣ́й-ше-е,свѣ*т.лѣ́й-ше-е
свѣ*т.лѣ́й-ши,свѣ*т.лѣ́й-ши
свѣ*т.лѣ́й-шїй,свѣ*т.лѣ́й-шїй
свѣ́т.лѣмъ,свѣ́т.лѣмъ
свѣ-то-ѻ*б.ра̑*з-на-ѧ,свѣ-то-ѻ*б.ра̑*з-на-ѧ
свѣ-то-за.ре́-нї-емъ,свѣ-то-за.ре́-нї-емъ
свѧ-то.пер-во-чи́-ста-ѧ,свѧ-то.пер-во-чи́-ста-ѧ
свѧ́*т.че,свѧ́*т.че
свѧ-щен.но-та́й-нѣ,свѧ-щен.но-та́й-нѣ
свѧ-щен.но-та-и́н-ни-че,свѧ-щен.но-та-и́н-ни-че
свѧ-щен-но-ѧ*в-ле́н-не,свѧ-щен-но-ѧ*в-ле́н-не
се́*дмь,се́*дмь
се́*дмь-де-сѧтъ,се́*дмь-де-сѧтъ
сер.де́цъ,сер.де́цъ
сер.дє́ч-на-ѧ,сер.дє́ч-на-ѧ
сер.де́ч-но-е,сер.де́ч-но-е
сер.де́ч-но-ю,сер.де́ч-но-ю
сер.де́ч-ны-ѧ,сер.де́ч-ны-ѧ
сер.дє́ч-ны-ѧ,сер.дє́ч-ны-ѧ
се́р.дца,се́р.дца
сер.дца́,сер.дца́
сер.дца̀,сер.дца̀
сер.дца́хъ,сер.дца́хъ
се́р.дце,се́р.дце
сер.дце-вѣ́д-че,сер.дце-вѣ́д-че
се́р.дцемъ,се́р.дцемъ
се́р.дцꙋ,се́р.дцꙋ
се́р.дцы,се́р.дцы
се́р.дцѣ,се́р.дцѣ
си̑.рымъ,си̑.рымъ
сїл.ва́нъ,сїл.ва́нъ
сїл-ве́*стръ,сїл-ве́*стръ
сї.лꙋ-а́-на,сї.лꙋ-а́-на
сї.лꙋ-а́-не,сї.лꙋ-а́-не
сї-ме-ѡ́.нѣ,сї-ме-ѡ́.нѣ
сі́-мѡ.нꙋ,сі́-мѡ.нꙋ
скво.зѣ̀,скво.зѣ̀
ски́*птръ,ски́*птръ
ско́.ра-го,ско́.ра-го
ско́.ра-ѧ,ско́.ра-ѧ
скор.бе́й,скор.бе́й
скорб-лю̀,скор.б*лю̀
скорб-мѝ,скор.б*мѝ
скор.бѣ́-ти,скор.бѣ́-ти
скор.бѧ́-ще,скор.бѧ́-ще
скор.бѧ́-щихъ,скор.бѧ́-щихъ
скор.бѧ́-щымъ,скор.бѧ́-щымъ
скор.бѧ́-щы-ѧ,скор.бѧ́-щы-ѧ
сла́-ви.ма,сла́-ви.ма
сла́-ви.ма-го,сла́-ви.ма-го
сла́-ви.ма-гѡ,сла́-ви.ма-гѡ
сла́-ви.мо-мꙋ,сла́-ви.мо-мꙋ
сла́-ви.мый,сла́-ви.мый
сла́вн.ша-ѧ,сла́вн.ша-ѧ
сла́вн.шꙋ-ю,сла́вн.шꙋ-ю
сла-во-сло́-ви.ма,сла-во-сло́-ви.ма
сла-во-сло́-ви.ма-ѧ,сла-во-сло́-ви.ма-ѧ
сла-во-сло́-ви.мый,сла-во-сло́-ви.мый
сла-во-слов-лє́-нї-и,сла-во-сло.в*лє́-нї-и
сла-во-сло́в-лю,сла-во-сло́.в*лю
сла́.д*ка-гѡ,сла́.д*ка-гѡ
сла̑.д*ка-ѧ,сла̑.д*ка-ѧ
сла́.д*кихъ,сла́.д*кихъ
сла́.д*кїй,сла́.д*кїй
сла.д*ко-пѣ́-нї-е,сла.д*ко-пѣ́-нї-е
сла.д*ко-пѣ́-нї-ѧ,сла.д*ко-пѣ́-нї-ѧ
сла.д*ко-пѣ́-снен-нꙋ-ю,сла.д*ко-пѣ́-снен-нꙋ-ю
сла́.д*ко-е,сла́.д*ко-е
сла.д*ко-пѣ́-нї-емъ,сла.д*ко-пѣ́-нї-емъ
сла́.д*ко-ю,сла́.д*ко-ю
сла-до.стра́-стї-е,сла-до.стра́-стї-е
с*ле-жа́-ща,с*ле-жа́-ща
с*ле́-за-ми,с*ле́-за-ми
с*ле.за́-ми,с*ле.за́-ми
с*ле.за́хъ,с*ле.за́хъ
с*ле.зи-тѐ,с*ле.зи-тѐ
с*ле́з-ны-ми,с*ле́з-ны-ми
с*ле.зо.то-ча́-ща-ѧ,с*ле.зо.то-ча́-ща-ѧ
с*ле́-зꙋ,с*ле́-зꙋ
с*ле́зъ,с*ле́зъ
с*ле́.зы,с*ле́.зы
с*ле.зѧ́-щи,с*ле.зѧ́-щи
слꙋ́*ж-ба,слꙋ́*ж-ба
слꙋ́*ж-бꙋ,слꙋ́*ж-бꙋ
слꙋ́*ж-бы,слꙋ́*ж-бы
с*лꙋ̑ж-бы,с*лꙋ̑ж-бы
слꙋ́*ж-бѣ,слꙋ́*ж-бѣ
с*лꙋ-чи́т-сѧ,с*лꙋ-чи́т-сѧ
слы́-ша.ла,слы́-ша.ла
слы́-ша.хомъ,слы́-ша.хомъ
слы́-ша.хꙋ,слы́-ша.хꙋ
слѣ.п*і́-и,слѣ.п*і́-и
слѣ.по́-мꙋ,слѣ.по́-мꙋ
слѣ.по́мъ,слѣ.по́мъ
слѣ.пы́й,слѣ.пы́й
слѣ.пы̑мъ,слѣ.пы̑мъ
слѣ.пы́хъ,слѣ.пы́хъ
слѣ.пы̑-ѧ,слѣ.пы̑-ѧ
сма-ра́*гдъ,сма-ра́*гдъ
сми-рен-но-мꙋ́.дрї-е,сми-рен-но-мꙋ́.дрї-е
сми-рен-но-мꙋ́.д*рї-емъ,сми-рен-но-мꙋ́.д*рї-емъ
сми-рен-но-мꙋ́.д*рї-ѧ,сми-рен-но-мꙋ́.д*рї-ѧ
сми-ре.но-мꙋ́др-ствꙋ-ю-ще-е,сми-ре.но-мꙋ́др-ствꙋ-ю-ще-е
смꙋ.ти́-ти-сѧ,смꙋ.ти́-ти-сѧ
сна.бдѣ́-нї-е,сна.бдѣ́-нї-е
с*на-сла-жда́-ю-ще-сѧ,с*на-сла-жда́-ю-ще-сѧ
с*не́мъ,с*не́мъ
с*ни.схо-жде́-нї-ѧ,с*ни.схо-жде́-нї-ѧ
с*но́мъ,с*но́мъ
с*нѣ̀,с*нѣ̀
с*нѣ́-га,с*нѣ́-га
с*нѣ́гъ,с*нѣ́гъ
с*нѣ-да́-ѧй,с*нѣ-да́-ѧй
с*нѣ́-ди,с*нѣ́-ди
с*нѣ́-дї-ю,с*нѣ́-дї-ю
с*нѣ́дь,с*нѣ́дь
с*нѣ́-дѣхъ,с*нѣ́-дѣхъ
с*нѣ-дѧ́тъ,с*нѣ-дѧ́тъ
с*нѣ́-си,с*нѣ́-си
с*нѣ́-сте,с*нѣ́-сте
с*нѣ́-сти,с*нѣ́-сти
с*нѣ́стъ,с*нѣ́стъ
с*нѣ́сть,с*нѣ́сть
со-бе.рꙋ̀,со-бе.рꙋ̀
со-бла̑*знъ,со-бла̑*знъ
со-во-кꙋ.пѝ,со-во-кꙋ.пѝ
со-во-кꙋ.пи́в-ша-ѧ,со-во-кꙋ.пи́в-ша-ѧ
со-во-кꙋ.пи́-вый,со-во-кꙋ.пи́-вый
со-во-кꙋ.пи́л-сѧ,со-во-кꙋ.пи́л-сѧ
со-во-кꙋ.пи́-ти,со-во-кꙋ.пи́-ти
со-во-кꙋ.пи́тъ,со-во-кꙋ.пи́тъ
со-во-кꙋ.пле́-нї-е,со-во-кꙋ.пле́-нї-е
сож.жѐ,сож.жѐ
со.жи-га́-ю-щи,со.жи-га́-ю-щи
со.жи́лъ,со.жи́лъ
со.жи́-те-лѧ,со.жи́-те-лѧ
со-за.дѝ,со-за.дѝ
со.зва́,со.зва́
со.зда̀,со.зда̀
со.зда́в-ша-го,со.зда́в-ша-го
со.зда́в-ша-гѡ,со.зда́в-ша-гѡ
со.зда́в-ше-мꙋ,со.зда́в-ше-мꙋ
со.зда́въ,со.зда́въ
со.зда́-вый,со.зда́-вый
со.з*да́лъ,со.з*да́лъ
со.зда́-нї-е,со.зда́-нї-е
со.зда́-нї-ю,со.зда́-нї-ю
со.зда́-нї-ѧ,со.зда́-нї-ѧ
со.з*да̑н-на-ѧ,со.з*да̑н-на-ѧ
сѡ́.з*дан-на-ѧ,сѡ́.з*дан-на-ѧ
со.зда́н-но-е,со.зда́н-но-е
со.з*да́-сѧ,со.з*да́-сѧ
со.з*да́-тель,со.з*да́-тель
со.з*да́-те-лю,со.з*да́-те-лю
со.з*да́-те-лѧ,со.з*да́-те-лѧ
со.з*да́-ти,со.з*да́-ти
со-зы.ва́-етъ,со-зы.ва́-етъ
со-зы.ва́-ю-ще,со-зы.ва́-ю-ще
со-зы.ва́-ю-щи,со-зы.ва́-ю-щи
со-зы.ва́-ю-щꙋ,со-зы.ва́-ю-щꙋ
со-ис.пол-нѧ́-ѧ,со-ис.пол-нѧ́-ѧ
со́лн.це,со́лн.це
со-ло-ве́ц.ка-гѡ,со-ло-ве́ц.ка-гѡ
со-ло-ве́ц.кихъ,со-ло-ве́ц.кихъ
со-ни.рі́лъ,со-ни.рі́лъ
со-при*ч.тѝ,со-при*ч.тѝ
со.прѧ́-тавъ,со.прѧ́-тавъ
со.сцы̀,со.сцы̀
со.трѐ,со.трѐ
со-че.та́л-сѧ,со-че.та́л-сѧ
со-че.та́-нї-е,со-че.та́-нї-е
спа-сє́.ны,спа-сє́.ны
спа*с.ла̀,спа*с.ла̀
спа*с.ло̀,спа*с.ло̀
с*па-сти́,с*па-сти́
с*па-стѝ,с*па-стѝ
с*па-сти́-сѧ,с*па-сти́-сѧ
с*пи́-ши,с*пи́-ши
спо-до́*б-лю-сѧ,спо-до́*б-лю-сѧ
спо-до*б.лѧ́-ет-сѧ,спо-до*б.лѧ́-ет-сѧ
спо-до*б.лѧ́-ѧ,спо-до*б.лѧ́-ѧ
спо-до*б.лѧ́-ѧй-сѧ,спо-до*б.лѧ́-ѧй-сѧ
сра.мо-тꙋ̀,сра.мо-тꙋ̀
сра.мо-ты̀,сра.мо-ты̀
сра.с*пи-на́-емь,сра.с*пи-на́-емь
сра.с*пи-на́-ю-сѧ,сра.с*пи-на́-ю-сѧ
срє́.брѧ-ны,срє́.брѧ-ны
сре.д*не-а-ме-рї-ка́н-ско-е,сре.д*не-а-ме-рї-ка́н-ско-е
сре.д*не-єѵ-рѡ-пе́й-ско-е,сре.д*не-єѵ-рѡ-пе́й-ско-е
сре́.д*не-е,сре́.д*не-е
сре́д*ствъ,сре́д*ствъ
срѣ́.тилъ,срѣ́.тилъ
с*са́-ша,с*са́-ша
с*сѣ́-четъ,с*сѣ́-четъ
сте.зѧ́мъ,сте.зѧ́мъ
сте.зѧ́хъ,сте.зѧ́хъ
стї-хи̑.ры,стї-хи̑.ры
стї-хо-ло.ги-сꙋ́-емъ,стї-хо-ло.ги-сꙋ́-емъ
ст҃о.мꙋ,ст҃о.мꙋ
стра-да́.лецъ,стра-да́.лецъ
стра*ж.бы̑,стра*ж.бы̑
стра-сто-те́р-пи.це,стра-сто-те́р-пи.це
стра.ти.ла́-та,стра.ти.ла́-та
стро́.и.ти,стро́.и.ти
стро́-пот.но,стро́-пот.но
ст*ꙋ-ден-ца̀,ст*ꙋ-ден-ца̀
ст*ꙋ-до́мъ,ст*ꙋ-до́мъ
стѣ.на́,стѣ.на́
стѣ.но̀,стѣ.но̀
стѣ.нѣ̀,стѣ.нѣ̀
стѧ.жа̀,стѧ.жа̀
стѧ.жа́в-ша-ѧ,стѧ.жа́в-ша-ѧ
стѧ.жа́в-ше,стѧ.жа́в-ше
стѧ.жа́в-ши,стѧ.жа́в-ши
стѧ.жа́въ,стѧ.жа́въ
стѧ.жа́-вый,стѧ.жа́-вый
стѧ.жа́-ла,стѧ.жа́-ла
стѧ.жа́лъ,стѧ.жа́лъ
стѧ.жа́-нї-е,стѧ.жа́-нї-е
стѧ.жа́-ти,стѧ.жа́-ти
стѧ.жа́-хомъ,стѧ.жа́-хомъ
стѧ.жа́хъ,стѧ.жа́хъ
стѧ.жи́,стѧ.жи́
стѧ.жѝ,стѧ.жѝ
сꙋ́.ет.на-гѡ,сꙋ́.ет.на-гѡ
сꙋ́.ет.но,сꙋ́.ет.но
сꙋ́.ет.ныхъ,сꙋ́.ет.ныхъ
сꙋ.е-тꙋ̀,сꙋ.е-тꙋ̀
сꙋ.е-ты̀,сꙋ.е-ты̀
сꙋ.е-тѣ̀,сꙋ.е-тѣ̀
сꙋ.і́м*влъ,сꙋ.і́м*влъ
сꙋ̑.ма,сꙋ̑.ма
сꙋ-прꙋ́.гѣ,сꙋ-прꙋ́.гѣ
сꙋ.ров-ство̀,сꙋ.ров-ство̀
сꙋ́.щѡ,сꙋ́.щѡ
с*ше́дъ,с*ше́дъ
с*ше́-дый,с*ше́-дый
сы.но-тво-ре́-но-е,сы.но-тво-ре́-но-е
сы.ро-пꙋ́ст-на-ѧ,сы.ро-пꙋ́ст-на-ѧ
сы.ро-пꙋ́ст-нꙋ-ю,сы.ро-пꙋ́ст-нꙋ-ю
сѷ-ме-ѡ́.на,сѷ-ме-ѡ́.на
сѷ-ме-ѡ́.не,сѷ-ме-ѡ́.не
сѷ-ме-ѡ́.номъ,сѷ-ме-ѡ́.номъ
сѷ-ме-ѡ́.нꙋ,сѷ-ме-ѡ́.нꙋ
сѷ-на-ѯа́.рїй,сѷ-на-ѯа́.рїй
та́-ин*ствъ,та́-ин*ствъ
та.тї-ѡ́нъ,та.тї-ѡ́нъ
т*ва́-рей,т*ва́-рей
т*ва́-ри,т*ва́-ри
т*ва́-рї-ю,т*ва́-рї-ю
т*ва́рь,т*ва́рь
т*ва́рь-ми,т*ва́рь-ми
т*ве́р-да,т*ве́р-да
т*ве́р-да-гѡ,т*ве́р-да-гѡ
т*ве́р-ди,т*ве́р-ди
т*ве́р-до,т*ве́р-до
т*ве́р-дѡ,т*ве́р-дѡ
т*ве́р-до-е,т*ве́р-до-е
т*ве́р-домъ,т*ве́р-домъ
т*ве́р-до-стї-ю,т*ве́р-до-стї-ю
т*ве́р-дость,т*ве́р-дость
т*ве́р.дꙋ,т*ве́р.дꙋ
т*ве́р-дꙋ-ю,т*ве́р-дꙋ-ю
т*ве́рдъ,т*ве́рдъ
т*ве́р-дый,т*ве́р-дый
т*ве́р-дымъ,т*ве́р-дымъ
твє́р-ды.ѧ,твє́р-ды.ѧ
т*ве́рдь,т*ве́рдь
т*ве́р.дѣмъ,т*ве́р.дѣмъ
тв*ѡ-и́мъ,тв*ѡ-и́мъ
те-зо.и-ме-ни́-те,те-зо.и-ме-ни́-те
те-зо.и-ме-ни́-то-мꙋ,те-зо.и-ме-ни́-то-мꙋ
те-зо.и-ме-ни́тъ,те-зо.и-ме-ни́тъ
тем.ни́-цахъ,тем.ни́-цахъ
тем.ни́-цꙋ,тем.ни́-цꙋ
тем.ни́-цы,тем.ни́-цы
тем.ни́-цѣ,тем.ни́-цѣ
тер.п*лю̀,тер.п*лю̀
ти́-хо.мꙋ,ти́-хо.мꙋ
ті́.грїй,ті́.грїй
т*ма̀,т*ма̀
т*мо-ри́ч-ныхъ,т*мо-ри́ч-ныхъ
т*мо́-ю,т*мо́-ю
т*мꙋ̀,т*мꙋ̀
т*мы̀,т*мы̀
т*мѣ̀,т*мѣ̀
то́.кмѡ,то́.кмѡ
тор-же́*ствъ,тор-же́*ствъ
то́-чат.сѧ,то́-чат.сѧ
тра-пе́.зы,тра-пе́.зы
трє́.би-ща,трє́.би-ща
трез.ви́-сѧ,трез.ви́-сѧ
трез.вѣ́-нї-е,трез.вѣ́-нї-е
трез.вѣ́-нї-ѧ,трез.вѣ́-нї-ѧ
тре.мѝ,тре.мѝ
тре́-пе.томъ,тре́-пе.томъ
тре́-тї-ѧ.гѡ,тре́-тї-ѧ.гѡ
три-пѣ́с.нецъ,три-пѣ́с.нецъ
три-пѣ́сн.ца,три-пѣ́сн.ца
трї.ѷ-по-ста́*с-на-гѡ,трї.ѷ-по-ста́*с-на-гѡ
трї.ѷ-по-ста́*с-но-е,трї.ѷ-по-ста́*с-но-е
трї.ѷ-по-ста́*с-на-ѧ,трї.ѷ-по-ста́*с-на-ѧ
тро́.и-цы,тро́.и-цы
тро́.ич-нѡ,тро́.ич-нѡ
трⷪ҇ч*ны,трⷪ҇ч*ны
трꙋ.ды̀,трꙋ.ды̀
тꙋ́.че-ю,тꙋ́.че-ю
ть*ма̀,ть*ма̀
ть*мо́-ю,ть*мо́-ю
ть*мꙋ̀,ть*мꙋ̀
ть*мы̀,ть*мы̀
ть*мѣ̀,ть*мѣ̀
тѣ-лє́*с-на-ѧ,тѣ-лє́*с-на-ѧ
тѣ-лє́*с-ны-ѧ,тѣ-лє́*с-ны-ѧ
тѣ.сно-ты̀,тѣ.сно-ты̀
тѣ́.сный,тѣ́.сный
тѣ́.снымъ,тѣ́.снымъ
тѧ̑*ж.ка-ѧ,тѧ̑*ж.ка-ѧ
тѧ́*ж.кихъ,тѧ́*ж.кихъ
тѧ́*ж.кѡ,тѧ́*ж.кѡ
тѧ́*ж.ко-е,тѧ́*ж.ко-е
тѷ*м.па́-ны,тѷ*м.па́-ны
тѷ*м.па́-нѣ,тѷ*м.па́-нѣ
ѹ҆.а-лен-ті́нъ,ѹ҆.а-лен-ті́нъ
ѹ҆.а-ле-рї-а́нъ,ѹ҆.а-ле-рї-а́нъ
ѹ҆.ал-ле́-рїй,ѹ҆.ал-ле́-рїй
ѹ҆.вѣ-рѧ́-ю-ще,ѹ҆.вѣ-рѧ́-ю-ще
ѹ҆.вѣ-рѧ́-ѧ,ѹ҆.вѣ-рѧ́-ѧ
ѹ҆-вѧ́зл.сѧ,ѹ҆-вѧ́зл.сѧ
ѹ҆́.глї-е,ѹ҆́.глї-е
ѹ҆́.глѧ,ѹ҆́.глѧ
ѹ҆-го.ди́лъ,ѹ҆-го.ди́лъ
ѹ҆-го.ди́-ти,ѹ҆-го.ди́-ти
ѹ҆-го.жда́-ти,ѹ҆-го.жда́-ти
ѹ҆-го.то́-ва,ѹ҆-го.то́-ва
ѹ҆-го.то́-вай-те,ѹ҆-го.то́-вай-те
ѹ҆-го.то́-валъ,ѹ҆-го.то́-валъ
ѹ҆-го.то́-ва-сѧ,ѹ҆-го.то́-ва-сѧ
ѹ҆-го.то́-вахъ,ѹ҆-го.то́-вахъ
ѹ҆-го.то́-ва-ша,ѹ҆-го.то́-ва-ша
ѹ҆-го.то́-ви-сѧ,ѹ҆-го.то́-ви-сѧ
ѹ҆-го.тов-лѧ́-ет-сѧ,ѹ҆-го.тов-лѧ́-ет-сѧ
ѹ҆-дав.ле́-нї-е,ѹ҆-дав.ле́-нї-е
ѹ҆́-жа.сѣ,ѹ҆́-жа.сѣ
ѹ҆́*ж-градъ,ѹ҆́*ж-градъ
ѹ҆.з*ды̑,ѹ҆.з*ды̑
ѹ҆́з.ни-ки,ѹ҆́з.ни-ки
ѹ҆́-зрит.сѧ,ѹ҆́-зрит.сѧ
ѹ҆.з*рѣ̀,ѹ҆.з*рѣ̀
ѹ҆.з*рѣ́въ,ѹ҆.з*рѣ́въ
ѹ҆.з*рѣ́-ла,ѹ҆.з*рѣ́-ла
ѹ҆.з*рѣ́лъ,ѹ҆.з*рѣ́лъ
ѹ҆.з*рѣ́-ти,ѹ҆.з*рѣ́-ти
ѹ҆.зрю̀,ѹ҆.зрю̀
ѹ҆́.зрѧтъ,ѹ҆́.зрѧтъ
ѹ҆́.зы,ѹ҆́.зы
ѹ҆-ко.ри́з-нꙋ,ѹ҆-ко.ри́з-нꙋ
ѹ҆-ко.ри́-те-лї-е,ѹ҆-ко.ри́-те-лї-е
ѹ҆-ко.ри́-ша,ѹ҆-ко.ри́-ша
ѹ҆-мер*т.вѝ,ѹ҆-мер*т.вѝ
ѹ҆-мер*т.ви́в-сѧ,ѹ҆-мер*т.ви́в-сѧ
ѹ҆-мер*т.ви́в-ше,ѹ҆-мер*т.ви́в-ше
ѹ҆-мер*т.ви́въ,ѹ҆-мер*т.ви́въ
ѹ҆-мер*т.ви́-вый,ѹ҆-мер*т.ви́-вый
ѹ҆-мер*т.ви́лъ,ѹ҆-мер*т.ви́лъ
ѹ҆-мер*т.ви́-сѧ,ѹ҆-мер*т.ви́-сѧ
ѹ҆-мер*т.ви́-ти,ѹ҆-мер*т.ви́-ти
ѹ҆-мер*т.ви́х-сѧ,ѹ҆-мер*т.ви́х-сѧ
ѹ҆-мерщ.вле́й,ѹ҆-мерщ.вле́й
ѹ҆-мерщ.вле́-на,ѹ҆-мерщ.вле́-на
ѹ҆-мерщ.вле́-нї-е,ѹ҆-мерщ.вле́-нї-е
ѹ҆-мерщ.вле́-нї-емъ,ѹ҆-мерщ.вле́-нї-емъ
ѹ҆-мерщ.вле́-нї-и,ѹ҆-мерщ.вле́-нї-и
ѹ҆-мерщ.вле́-нї-ѧ,ѹ҆-мерщ.вле́-нї-ѧ
ѹ҆-мерщ.вле́н-на-го,ѹ҆-мерщ.вле́н-на-го
ѹ҆-мерщ.вле́н-нꙋ-ю,ѹ҆-мерщ.вле́н-нꙋ-ю
ѹ҆-мерщ.вле́н-ныхъ,ѹ҆-мерщ.вле́н-ныхъ
ѹ҆-мерщ.в*лє́н-ны-ѧ,ѹ҆-мерщ.в*лє́н-ны-ѧ
ѹ҆-мерщ.влѧ́-е-ми,ѹ҆-мерщ.влѧ́-е-ми
ѹ҆-мерщ.влѧ́-ет-сѧ,ѹ҆-мерщ.влѧ́-ет-сѧ
ѹ҆-мерщ.влѧ́-ѧ,ѹ҆-мерщ.влѧ́-ѧ
ѹ҆́м-нꙋ.ю,ѹ҆́м-нꙋ.ю
ѹ҆́-м*ремъ,ѹ҆́-м*ремъ
ѹ҆́-мре.ши,ѹ҆́-мре.ши
ѹ҆*н-зе́нъ,ѹ҆*н-зе́нъ
ѹ҆-праз*д.нѝ,ѹ҆-праз*д.нѝ
ѹ҆-праз*д.ни́-вый,ѹ҆-праз*д.ни́-вый
ѹ҆-праз*д.ни́лъ,ѹ҆-праз*д.ни́лъ
ѹ҆-праз*д.ни́-сѧ,ѹ҆-праз*д.ни́-сѧ
ѹ҆-праз*д.ни́тъ,ѹ҆-праз*д.ни́тъ
ѹ҆-праз*д.ни́-ша,ѹ҆-праз*д.ни́-ша
ѹ҆-се́рд.на-ѧ,ѹ҆-се́рд.на-ѧ
ѹ҆-се́рд.нѡ,ѹ҆-се́рд.нѡ
ѹ҆-се́рд.ный,ѹ҆-се́рд.ный
ѹ҆-се́рд.нѣ,ѹ҆-се́рд.нѣ
ѹ҆-слы́-ша.вый,ѹ҆-слы́-ша.вый
ѹ҆-смо.трѝ,ѹ҆-смо.трѝ
ѹ҆-со́п.шихъ,ѹ҆-со́п.шихъ
ѹ҆-со́п.шымъ,ѹ҆-со́п.шымъ
ѹ҆-со́п.шы-ѧ,ѹ҆-со́п.шы-ѧ
ѹ҆ст.на́-ма,ѹ҆ст.на́-ма
ѹ҆ст.на́-ми,ѹ҆ст.на́-ми
ѹ҆ст.на́мъ,ѹ҆ст.на́мъ
ѹ҆ст.на́хъ,ѹ҆ст.на́хъ
ѹ҆ст.ны̀,ѹ҆ст.ны̀
ѹ҆ст.нѣ́,ѹ҆ст.нѣ́
ѹ҆ст.нѣ̀,ѹ҆ст.нѣ̀
ѹ҆-стро́.и-вый,ѹ҆-стро́.и-вый
ѹ҆-стро́.и.ти,ѹ҆-стро́.и.ти
ѹ҆-сѣк.но-ве́-нї-е,ѹ҆-сѣк.но-ве́-нї-е
ѹ҆́.т*варь,ѹ҆́.т*варь
ѹ҆.твер-ди́,ѹ҆.твер-ди́
ѹ҆.твер-дѝ,ѹ҆.твер-дѝ
ѹ҆.твер-ди́в-сѧ,ѹ҆.твер-ди́в-сѧ
ѹ҆.твер-ди́в-ша-го,ѹ҆.твер-ди́в-ша-го
ѹ҆.твер-ди́въ,ѹ҆.твер-ди́въ
ѹ҆.твер-ди́-вый,ѹ҆.твер-ди́-вый
ѹ҆.твер-ди́лъ,ѹ҆.твер-ди́лъ
ѹ҆.твер-ди́-сѧ,ѹ҆.твер-ди́-сѧ
ѹ҆.твер-ди́-те,ѹ҆.твер-ди́-те
ѹ҆.твер-ди́-те-сѧ,ѹ҆.твер-ди́-те-сѧ
ѹ҆.твер-ди-те́-сѧ,ѹ҆.твер-ди-те́-сѧ
ѹ҆.твер-ди́-ти,ѹ҆.твер-ди́-ти
ѹ҆.твер-ди́т-сѧ,ѹ҆.твер-ди́т-сѧ
ѹ҆.твер-ди́тъ,ѹ҆.твер-ди́тъ
ѹ҆.твер-ди́х-сѧ,ѹ҆.твер-ди́х-сѧ
ѹ҆.твер-жа́-ет-сѧ,ѹ҆.твер-жа́-ет-сѧ
ѹ҆.твер-жа́й-сѧ,ѹ҆.твер-жа́й-сѧ
ѹ҆.твер-жа́-ѧ,ѹ҆.твер-жа́-ѧ
ѹ҆.твер-жда́-є-ма,ѹ҆.твер-жда́-є-ма
ѹ҆.твер-жда́-ем-сѧ,ѹ҆.твер-жда́-ем-сѧ
ѹ҆.твер-жда́-ет-сѧ,ѹ҆.твер-жда́-ет-сѧ
ѹ҆.твер-жда́-етъ,ѹ҆.твер-жда́-етъ
ѹ҆.твер-жда́-ше-сѧ,ѹ҆.твер-жда́-ше-сѧ
ѹ҆.твер-жда́-ѧ,ѹ҆.твер-жда́-ѧ
ѹ҆.твер-жда́-ѧй,ѹ҆.твер-жда́-ѧй
ѹ҆.твер-жде́й,ѹ҆.твер-жде́й
ѹ҆.твер-жде́-на,ѹ҆.твер-жде́-на
ѹ҆.твер-жде́-нї-е,ѹ҆.твер-жде́-нї-е
ѹ҆.твер-жде́-нї-ѧ,ѹ҆.твер-жде́-нї-ѧ
ѹ҆.твер-ждє́-ны-ѧ,ѹ҆.твер-ждє́-ны-ѧ
ѹ҆.твер-же́й,ѹ҆.твер-же́й
ѹ҆.твер-же́-нї-е,ѹ҆.твер-же́-нї-е
ѹ҆.твер-же́-нї-и,ѹ҆.твер-же́-нї-и
ѹ҆-то.лѝ,ѹ҆-то.лѝ
ѹ҆-то.ли́в-ша-ѧ,ѹ҆-то.ли́в-ша-ѧ
ѹ҆-то.ли́-ти,ѹ҆-то.ли́-ти
