reviewed,word
крѣ́п.кꙋ-ю,крѣ́п.кꙋ-ю
кꙋ-мі́.ры,кꙋ-мі́.ры
кꙋ́.плю,кꙋ́.плю
кꙋ-стѡ.ді́-е-ю,кꙋ-стѡ.ді́-е-ю
кꙋ-стѡ.ді́-и,кꙋ-стѡ.ді́-и
кы.зы-л*ѻр-да̀,кы.зы-л*ѻр-да̀
ла́.коть,ла́.коть
ле́.г*кїй,ле́.г*кїй
ле́.г*ко-е,ле́.г*ко-е
лест.ца̀,лест.ца̀
ле.ѵ*і́-ти,ле.ѵ*і́-ти
ле.ѵ*і́-тѡвъ,ле.ѵ*і́-тѡвъ
ле.ѵ*і́-тѡмъ,ле.ѵ*і́-тѡмъ
ле.ѵ*і́тъ,ле.ѵ*і́тъ
ле.ѵ*і́-ты,ле.ѵ*і́-ты
леѵ.кі́й,леѵ.кі́й
л*жа̀,л*жа̀
л*жѝ,л*жѝ
л*жи̑-вы-ѧ,л*жи̑-вы-ѧ
л*жꙋ̀,л*жꙋ̀
л*жꙋ́-ще,л*жꙋ́-ще
ли̑.ка,ли̑.ка
ли̑.ки,ли̑.ки
ли-ков.ство-ва́-хꙋ,ли-ков.ство-ва́-хꙋ
ли-ков.ствꙋ́-етъ,ли-ков.ствꙋ́-етъ
ли-ков.ствꙋ́-имъ,ли-ков.ствꙋ́-имъ
ли-ков.ствꙋ́-ютъ,ли-ков.ствꙋ́-ютъ
ли-ков.ствꙋ́-ю-ще,ли-ков.ствꙋ́-ю-ще
ли-ков.ствꙋ́-ѧ,ли-ков.ствꙋ́-ѧ
ли-це.мѣ́-ри,ли-це.мѣ́-ри
лі́.вꙋ,лі́.вꙋ
ло́.б*нѣмъ,ло́.б*нѣмъ
ло-ви́т.вꙋ,ло-ви́т.вꙋ
ло-ви́т.вы,ло-ви́т.вы
ло*в.лє́-нї-ѧ,ло*в.лє́-нї-ѧ
ло*в-цы̀,ло*в-цы̀
ль*ва̀,ль*ва̀
ль*вѡ́въ,ль*вѡ́въ
ль*во́-вымъ,ль*во́-вымъ
ль*сте́цъ,ль*сте́цъ
ль*стѝ,ль*стѝ
ль*сти́-ва-гѡ,ль*сти́-ва-гѡ
ль*сти̑-ва-ѧ,ль*сти̑-ва-ѧ
ль*сти́-вый,ль*сти́-вый
лѣ̑т.ны-ѧ,лѣ̑т.ны-ѧ
лю.б*вѐ,лю.б*вѐ
лю.бвѝ,лю.бвѝ
лю.б*ле́-нї-емъ,лю.б*ле́-нї-емъ
лю.б*лю̀,лю.б*лю̀
лю.б*лѧ́-ше,лю.б*лѧ́-ше
лю-бо-мꙋ́*д.рї-ѧ,лю-бо-мꙋ́*д.рї-ѧ
лю́.та-го,лю́.та-го
лю́.то-е,лю́.то-е
лю́.тꙋ-ю,лю́.тꙋ-ю
лю́.тый,лю́.тый
лю́.ты-ми,лю́.ты-ми
лю́.тымъ,лю́.тымъ
лю́.тыхъ,лю́.тыхъ
лю́.ты-ѧ,лю́.ты-ѧ
лю́.тѣ,лю́.тѣ
лѷ-ка.рї-ѡ́нъ,лѷ-ка.рї-ѡ́нъ
ма-нас.сі́-а,ма-нас.сі́-а
ма-нас.сі́-и-на,ма-нас.сі́-и-на
ма-нѡ́.е,ма-нѡ́.е
ма́р.ка,ма́р.ка
ма́р.кѣ,ма́р.кѣ
ма-т*ѳе́-а,ма-т*ѳе́-а
ма-т*ѳе́-е,ма-т*ѳе́-е
ма-т*ѳе́й,ма-т*ѳе́й
ма-т*ѳі́-е,ма-т*ѳі́-е
ма-т*ѳі́й,ма-т*ѳі́й
ма-ѯї-мї-лї.а́нъ,ма-ѯї-мї-лї.а́нъ
мг*ло́-ю,мг*ло́-ю
ме.д*лен-но-ѧ-зы́ч-но-мꙋ,ме.д*лен-но-ѧ-зы́ч-но-мꙋ
ме.д*лен-но-ѧ-зы́ч-ный,ме.д*лен-но-ѧ-зы́ч-ный
мел-хї-се.де́-ко-вꙋ,мел-хї-се.де́-ко-вꙋ
ме.нѐ,ме.нѐ
ме.ні́*гнъ,ме.ні́*гнъ
ме́р.тва,ме́р.тва
ме́р.тва.го,ме́р.тва.го
ме́р.твен-но-е,ме́р.твен-но-е
ме́р.твенъ,ме́р.твенъ
мер.тве-ца̀,мер.тве-ца̀
мер.тве-цы̀,мер.тве-цы̀
мер.тве-цѣ́хъ,мер.тве-цѣ́хъ
ме́р.твї-и,ме́р.твї-и
ме́р.тво-сти,ме́р.тво-сти
ме́р.твость,ме́р.твость
мє́р.твы,мє́р.твы
ме́р.твый,ме́р.твый
ме́р.твы-ми,ме́р.твы-ми
мє́р.твымъ,мє́р.твымъ
ме́р.твыхъ,ме́р.твыхъ
ме́р.твы-ѧ,ме́р.твы-ѧ
мє́р.твы-ѧ,мє́р.твы-ѧ
мес.сі́-а,мес.сі́-а
ме.т*не́-нї-емъ,ме.т*не́-нї-емъ
ме*ч.та́в-сѧ,ме*ч.та́в-сѧ
ме*ч.та́-нї-е,ме*ч.та́-нї-е
ме*ч.та́-нї-емъ,ме*ч.та́-нї-емъ
ме*ч.та́-нїй,ме*ч.та́-нїй
ме*ч.та́-нї-ѧ,ме*ч.та́-нї-ѧ
ме*ч.та̑-нї-ѧ,ме*ч.та̑-нї-ѧ
ме́.ѯї-ка,ме́.ѯї-ка
м*зда̀,м*зда̀
мз*до́-ю,мз*до́-ю
мз*дꙋ̀,мз*дꙋ̀
ми́-лѡ.сти,ми́-лѡ.сти
ми́-ло-сты.не-ю,ми́-ло-сты.не-ю
ми́-ло-сты.ни,ми́-ло-сты.ни
ми́-ло-сты.ню,ми́-ло-сты.ню
ми́.лѡ.тї-ю,ми́.лѡ.тї-ю
ми́.лѡть,ми́.лѡть
мі́.ра,мі́.ра
мі́.ро-ви,мі́.ро-ви
мї.ро-де́р*ж.ца,мї.ро-де́р*ж.ца
мі́.рꙋ,мі́.рꙋ
мі́.рѣ,мі́.рѣ
мла-де́н.ца,мла-де́н.ца
мла-де́н.цы,мла-де́н.цы
млⷣнца,млⷣн.ца
мл҃тва.ми,мл҃тва.ми
м*ни́т-сѧ,м*ни́т-сѧ
м*ни́тъ,м*ни́тъ
м*нѡ́.га,м*нѡ́.га
м*нѡ́.га-ѧ,м*нѡ́.га-ѧ
мно́-ги.ми,мно́-ги.ми
м*нѡ́.гї-ѧ,м*нѡ́.гї-ѧ
м*но-го-воз-ды-ха́-ю-щї-ѧ,м*но-го-воз-ды-ха́-ю-щї-ѧ
м*но-го-ми́-ло-сти-ве,м*но-го-ми́-ло-сти-ве
м*но-го-ми́-ло-стивъ,м*но-го-ми́-ло-стивъ
м*но.го-ѡб-ра́з-ныхъ,м*но.го-ѡб-ра́з-ныхъ
м*но.го-ѡ.чи́-тї-и,м*но.го-ѡ.чи́-тї-и
м*но-го-пѣ́-тꙋ-ю,м*но-го-пѣ́-тꙋ-ю
м*но-го-стра-да́ль-че-ска-ѧ,м*но-го-стра-да́ль-че-ска-ѧ
м*но-го-бо́-жї-ѧ,м*но-го-бо́-жї-ѧ
м*но-го-бо́ж-нꙋ-ю,м*но-го-бо́ж-нꙋ-ю
м*но-го-ко́з.нен-на-го,м*но-го-ко́з.нен-на-го
м*но-го-лѣ́т-на,м*но-го-лѣ́т-на
м*но-го-млⷭ҇ти-ве,м*но-го-млⷭ҇ти-ве
м*но-го-млⷭ҇тивъ,м*но-го-млⷭ҇тивъ
м*но-го-пле-тє́н-ны-ѧ,м*но-го-пле-тє́н-ны-ѧ
м*но-го-пѣ́-та-ѧ,м*но-го-пѣ́-та-ѧ
м*но-го-свѣ́т-ла-ѧ,м*но-го-свѣ́т-ла-ѧ
м*но-го-свѣ́т-лый,м*но-го-свѣ́т-лый
м*но-го-стра-да́ль-на-ѧ,м*но-го-стра-да́ль-на-ѧ
м*но-го-стра-да́ль-не,м*но-го-стра-да́ль-не
м*но-го-цѣ-ле́б-ныхъ,м*но-го-цѣ-ле́б-ныхъ
м*но-го-цѣ́н-но-е,м*но-го-цѣ́н-но-е
м*но-го-цѣ́н-ный,м*но-го-цѣ́н-ный
м*но-го-цѣ́н-ныхъ,м*но-го-цѣ́н-ныхъ
м*нѡ́.же-ства,м*нѡ́.же-ства
м*нѣ̀,м*нѣ̀
м*нѣ́-нї-е,м*нѣ́-нї-е
м*нѣ́-нї-емъ,м*нѣ́-нї-емъ
м*нѣ́-нї-ѧ,м*нѣ́-нї-ѧ
м*нѣ́-ти,м*нѣ́-ти
м*нѧ́т-сѧ,м*нѧ́т-сѧ
м*нѧ́тъ,м*нѧ́тъ
м*нѧ́-хꙋ,м*нѧ́-хꙋ
м*нѧ́-хꙋ-сѧ,м*нѧ́-хꙋ-сѧ
м*нѧ́-ше,м*нѧ́-ше
м*нѧ́-щї-ѧ,м*нѧ́-щї-ѧ
мѡ.а́в.ли,мѡ.а́в.ли
мѡ.а́въ,мѡ.а́въ
мо́.крен-ны-ми,мо́.крен-ны-ми
мол.вꙋ̀,мол.вꙋ̀
мол.вѣ̀,мол.вѣ̀
мо-ли́-тва,мо-ли́*т.ва
мо-ли́-тва.ми,мо-ли́*т.ва.ми
мо-ли́-твахъ,мо-ли́*т.вахъ
мо-ли́-твен-ни-ка,мо-ли́*т.вен-ни-ка
мо-ли́-твен-никъ,мо-ли́*т.вен-никъ
мо-ли́-твен-ни-цꙋ,мо-ли́*т.вен-ни-цꙋ
мо-ли́-твєн-ни-цы,мо-ли́т.вєн-ни-цы
мо-ли́-твен-ни-че,мо-ли́*т.вен-ни-че
мо-ли́-твен-нѡ,мо-ли́*т.вен-нѡ
мо-ли́-тво-ю,мо-ли́т.во-ю
мо-ли́-твꙋ,мо-ли́т.вꙋ
мо-ли́-твы,мо-ли́т.вы
мо-ли̑-твы,мо-ли̑*т.вы
мѡ.ли́-твы,мѡ.ли́т.вы
мо-ли́-твѣ,мо-ли́т.вѣ
мо-ли́.ти-ми-сѧ,мо-ли́.ти-ми-сѧ
мо́.ли-ши,мо́.ли-ши
мо́.ли-ши-сѧ,мо́.ли-ши-сѧ
мо-лѧ́-щи*х.ти-сѧ,мо-лѧ́-щи*х.ти-сѧ
мо.сква̀,мо.сква̀
мо.сквѣ̀,мо.сквѣ̀
мо.ско́в-ска-гѡ,мо.ско́в-ска-гѡ
мо.ско́в-скихъ,мо.ско́в-скихъ
мо.ско́в-ско-е,мо.ско́в-ско-е
мо.ско́в-ско-мꙋ,мо.ско́в-ско-мꙋ
мѡ́.щи,мѡ́.щи
мѡ.ѷ-се́-а,мѡ.ѷ-се́-а
мѡ.ѷ.се́-е,мѡ.ѷ.се́-е
мѡ.ѷ.се́-емъ,мѡ.ѷ.се́-емъ
мѡ.ѷ.се́й,мѡ.ѷ.се́й
мѡ.ѷ.се́й-ски,мѡ.ѷ.се́й-ски
мѡ.ѷ.се́й-скїй,мѡ.ѷ.се́й-скїй
мѡ.ѷ-сє́й-скї-ѧ,мѡ.ѷ-сє́й-скї-ѧ
мѡ.ѷ.се́й-скꙋ-ю,мѡ.ѷ.се́й-скꙋ-ю
мѡ.ѷ.се́.о-ва,мѡ.ѷ.се́.о-ва
мѡ.ѷ.се́.о-ви,мѡ.ѷ.се́.о-ви
мѡ.ѷ.се́.о-во-ю,мѡ.ѷ.се́.о-во-ю
мѡ.ѷ.се́.овъ,мѡ.ѷ.се́.овъ
мѡ.ѷ.се́.о-вы-ма,мѡ.ѷ.се́.о-вы-ма
мѡ.ѷ.се́.о-вымъ,мѡ.ѷ.се́.о-вымъ
мѡ.ѷ.се́.омъ,мѡ.ѷ.се́.омъ
мѡ.ѷ.се́-ю,мѡ.ѷ.се́-ю
м*чⷭ҇ный,м*чⷭ҇ный
мꙋ́.дрї-и,мꙋ́.дрї-и
мꙋ-сї.кі̑й-скимъ,мꙋ-сї.кі̑й-скимъ
мꙋ-че.ни-ко-лю́б-цы,мꙋ-че.ни-ко-лю́б-цы
мы́.слєн-на-ѧ,мы́.слєн-на-ѧ
мы́.слєн-нымъ,мы́.слєн-нымъ
мы́.слєн-ны-ѧ,мы́.слєн-ны-ѧ
мы́-сли.мо-е,мы́-сли.мо-е
мы-та́р*ствъ,мы-та́р*ствъ
мы́ш.ца,мы́ш.ца
мы́ш.цꙋ,мы́ш.цꙋ
м*ѧ-са̀,м*ѧ-са̀
мѵ́.ра,мѵ́.ра
мѵ̑.ра,мѵ̑.ра
мѵ́.ро,мѵ́.ро
мѵ́.ромъ,мѵ́.ромъ
мѵ́.рѡнъ,мѵ́.рѡнъ
мѵ́.ры,мѵ́.ры
мѵ́.рѣхъ,мѵ́.рѣхъ
мѷ.гдо́-нїй,мѷ.гдо́-нїй
мѷ-ро-нѡ́.си-цы,мѷ-ро-нѡ́.си-цы
на-ве.д*ѐ,на-ве.д*ѐ
на-ве.дꙋ̀,на-ве.дꙋ̀
на́-ве-че.рї-е,на́-ве-че.рї-е
на́-ве-че.рї-и,на́-ве-че.рї-и
на-вꙋ.хо-до-но́-со-ра,на-вꙋ.хо-до-но́-со-ра
на-вꙋ.хо-до-но́-соръ,на-вꙋ.хо-до-но́-соръ
на-вы́.к*ни-те,на-вы́.к*ни-те
на-де́.ждѣ,на-де́.ждѣ
на.з*да́в-ша-ѧ,на.з*да́в-ша-ѧ
на.з*да́-нї-е,на.з*да́-нї-е
на.з*на́-ме-нꙋ-ѧ,на.з*на́-ме-нꙋ-ѧ
на-зѡ.ре́-а,на-зѡ.ре́-а
на-по.ѝ,на-по.ѝ
на.по.и́-ла,на.по.и́-ла
на.по.и́лъ,на.по.и́лъ
на.по.и́-ша,на.по.и́-ша
на-по́л.ни-сѧ,на-по́л.ни-сѧ
на-по.слѣ́-докъ,на-по.слѣ́-докъ
на-ри.ца́-е-мый,на-ри.ца́-е-мый
на-ри.ца́-ет-сѧ,на-ри.ца́-ет-сѧ
на-ри.ца́-етъ,на-ри.ца́-етъ
на-ри.ца́-ти,на-ри.ца́-ти
на-ри.ца́-ю-ще,на-ри.ца́-ю-ще
на.са-дѝ,на.са-дѝ
на.са-ди́лъ,на.са-ди́лъ
на.са-ди́-сѧ,на.са-ди́-сѧ
на.са-ди́-те-лю,на.са-ди́-те-лю
на-слѣ́д-ни.кѣ,на-слѣ́д-ни.кѣ
на-ста̑*в-ни-цы,на-ста̑*в-ни-цы
на.ꙋ́-трї-е,на.ꙋ́-трї-е
на.хо.дѧ̑-ща-ѧ,на.хо.дѧ̑-ща-ѧ
на.хо.дѧ́-щихъ,на.хо.дѧ́-щихъ
на.хо.дѧ́-щы-ѧ,на.хо.дѧ́-щы-ѧ
на.хо.жде́-нїй,на.хо.жде́-нїй
на.хо.жде́-нї-ѧ,на.хо.жде́-нї-ѧ
нач.не́мъ,нач.не́мъ
на.ѵи́-на,на.ѵи́-на
на.ѵи́нъ,на.ѵи́нъ
н*б҃о,н*б҃о
н*б҃са̀,н*б҃са̀
н*б҃сѐ,н*б҃сѐ
н*б҃сє́мъ,н*б҃сє́мъ
н*б҃сѝ,н*б҃сѝ
н*бⷭ҇на.го,н*бⷭ҇на.го
н*бⷭ҇на.гѡ,н*бⷭ҇на.гѡ
н*бⷭ҇на.ѧ,н*бⷭ҇на.ѧ
н*бⷭ҇нї-и,н*бⷭ҇нї-и
н*бⷭ҇но-е,н*бⷭ҇но-е
н*бⷭ҇но-мꙋ,н*бⷭ҇но-мꙋ
н*бⷭ҇но-ю,н*бⷭ҇но-ю
н*бⷭ҇нꙋ-ю,н*бⷭ҇нꙋ-ю
н*бⷭ҇ный,н*бⷭ҇ный
н*бⷭ҇ны-ми,н*бⷭ҇ны-ми
н*бⷭ҇нымъ,н*бⷭ҇нымъ
н*бⷭ҇ныхъ,н*бⷭ҇ныхъ
н*бⷭ҇ны-ѧ,н*бⷭ҇ны-ѧ
н*бⷭ҇нѣй,н*бⷭ҇нѣй
н*бⷭ҇нѣмъ,н*бⷭ҇нѣмъ
н*б҃съ,н*б҃съ
н*б҃сѣ́хъ,н*б҃сѣ́хъ
не-бе*с.ныхъ,не-бе*с.ныхъ
не-бла́з.нен-ной,не-бла́з.нен-ной
не-бла́з.нен-ный,не-бла́з.нен-ный
не.вла́ж-нѡ,не.вла́ж-нѡ
не.вла́ж-ны-ми,не.вла́ж-ны-ми
не-вре-ди̑.мы,не-вре-ди̑.мы
не-вѣ̑.до-ма-ѧ,не-вѣ̑.до-ма-ѧ
не-ги́.б*ле-мы-ѧ,не-ги́.б*ле-мы-ѧ
не́.гли,не́.гли
не.дви́-жи-мо-е,не.дви́-жи-мо-е
не.дви́-жи-момъ,не.дви́-жи-момъ
не.дви́-жи-мꙋ,не.дви́-жи-мꙋ
не.дви́-жи-мѣмъ,не.дви́-жи-мѣмъ
не-до.ꙋ-ме-ва́-ю-щым-сѧ,не-до.ꙋ-ме-ва́-ю-щым-сѧ
не-до.ꙋ-мѣ-ва́-ю-щым-сѧ,не-до.ꙋ-мѣ-ва́-ю-щым-сѧ
не-до.ꙋ-мѣ́-є-мымъ,не-до.ꙋ-мѣ́-є-мымъ
не-до.ꙋ-мѣ́-етъ,не-до.ꙋ-мѣ́-етъ
не-до.ꙋ-мѣ́-нї-е,не-до.ꙋ-мѣ́-нї-е
не-д*ре́м-лю-ще-е,не-д*ре́м-лю-ще-е
не-за.хо.ди́-ма-го,не-за.хо.ди́-ма-го
не-за.хо.ди́-ма-гѡ,не-за.хо.ди́-ма-гѡ
не-за.хо.ди́-мо-е,не-за.хо.ди́-мо-е
не-за.хо.ди́-мо-мꙋ,не-за.хо.ди́-мо-мꙋ
не-за.хо.ди́-мый,не-за.хо.ди́-мый
не-за.хо.ди́-мымъ,не-за.хо.ди́-мымъ
не-за.хо.ди́-мыхъ,не-за.хо.ди́-мыхъ
не-за.хо.дѧ́й,не-за.хо.дѧ́й
не-зы́б-ле-мо-е,не-зы́.б*ле-мо-е
не-и*з.ре.че́н-на,не-и*з.ре.че́н-на
не-и*з.ре.че́н-на-гѡ,не-и*з.ре.че́н-на-гѡ
не-и*з.ре.че́н-на-ѧ,не-и*з.ре.че́н-на-ѧ
не-и*з.ре.чє́н-на-ѧ,не-и*з.ре.чє́н-на-ѧ
не-и*з.ре.че́н-но,не-и*з.ре.че́н-но
не-и*з.ре.че́н-нѡ,не-и*з.ре.че́н-нѡ
не-и*з.ре.че́н-но-е,не-и*з.ре.че́н-но-е
не-и*з.ре.че́н-но-мꙋ,не-и*з.ре.че́н-но-мꙋ
не-и*з.ре.че́н-но-ю,не-и*з.ре.че́н-но-ю
не-и*з.ре.че́н-нꙋ,не-и*з.ре.че́н-нꙋ
не-и*з.ре.че́н-нꙋ-ю,не-и*з.ре.че́н-нꙋ-ю
не-и*з.ре.че́н-ный,не-и*з.ре.че́н-ный
не-и*з.ре.че́н-нымъ,не-и*з.ре.че́н-нымъ
не-и*з.ре.че́н-ныхъ,не-и*з.ре.че́н-ныхъ
не-и*з.ре.че́н-ны-ѧ,не-и*з.ре.че́н-ны-ѧ
не-и*з.ре.че́н-нѣй,не-и*з.ре.че́н-нѣй
не-и*с.цѣ́ль-нѡ,не-и*с.цѣ́ль-нѡ
не-и*с.цѣ̑ль-ны-ѧ,не-и*с.цѣ̑ль-ны-ѧ
не-ис.чер-па́-е-мый,не-ис.чер-па́-е-мый
не-ли-це.мѣ́-ренъ,не-ли-це.мѣ́-ренъ
не-ли-це.мѣ́р-нꙋ,не-ли-це.мѣ́р-нꙋ
не-мо́.крен-нѡ,не-мо́.крен-нѡ
не-ѡ-па.ли́-ма,не-ѡ-па.ли́-ма
не-ѡ-па.ли́-ма-ѧ,не-ѡ-па.ли́-ма-ѧ
не-ѡ-па.ли́-мꙋ-ю,не-ѡ-па.ли́-мꙋ-ю
не-ѡ-па.ли́-мы,не-ѡ-па.ли́-мы
не-ѡ-па.ли̑-мы,не-ѡ-па.ли̑-мы
не-ѡ-па.лѧ́-е-мꙋ,не-ѡ-па.лѧ́-е-мꙋ
не.ѿ-е́м-ле-мо,не.ѿ-е́м-ле-мо
не.ѿ-стꙋ́п-нѡ,не.ѿ-стꙋ́п-нѡ
не.ѿ-стꙋ́п-ный,не.ѿ-стꙋ́п-ный
не-по-ко-ле́.бле-мѡ,не-по-ко-ле́.бле-мѡ
не-по-ро́ч.нахъ,не-по-ро́ч.нахъ
не-по-сты́д.на-ѧ,не-по-сты́д.на-ѧ
не-по-сты́д.но-е,не-по-сты́д.но-е
не-по-сты́д.нꙋ,не-по-сты́д.нꙋ
не-по-сты́д.нꙋ-ю,не-по-сты́д.нꙋ-ю
не-пра́*в.да,не-пра́*в.да
не-пра́*в.до-ва-хомъ,не-пра́*в.до-ва-хомъ
не-пра́*в.дꙋ,не-пра́*в.дꙋ
не-пра́*в.ды,не-пра́*в.ды
не-пра́*в.дѣ,не-пра́*в.дѣ
не-пре-тк*но-ве́н-нѡ,не-пре-тк*но-ве́н-нѡ
не-со*з.да́н-но-е,не-со*з.да́н-но-е
не-со*з.да́н-нꙋ-ю,не-со*з.да́н-нꙋ-ю
не-со.м*нѣ́н-нѡ,не-со.м*нѣ́н-нѡ
не-со.м*нѣ́н-но-ю,не-со.м*нѣ́н-но-ю
не-сꙋ.м*нѣ́н-нѡ,не-сꙋ.м*нѣ́н-нѡ
не-сꙋ.м*нѣ́н-но-ю,не-сꙋ.м*нѣ́н-но-ю
не.тлѣ́-ненъ,не.тлѣ́-ненъ
не.тлѣ́-нї-е,не.тлѣ́-нї-е
не.тлѣ́-нї-емъ,не.тлѣ́-нї-емъ
не.тлѣ́-нї-ѧ,не.тлѣ́-нї-ѧ
не.тлѣ́н-на,не.тлѣ́н-на
не.тлѣ́н-на-гѡ,не.тлѣ́н-на-гѡ
не.тлѣ́н-на-ѧ,не.тлѣ́н-на-ѧ
не.тлѣ̑н-на-ѧ,не.тлѣ̑н-на-ѧ
не.тлѣ́н-но,не.тлѣ́н-но
не.тлѣ́н-нѡ,не.тлѣ́н-нѡ
не.тлѣ́н-но-е,не.тлѣ́н-но-е
не.тлѣ́н-но-ю,не.тлѣ́н-но-ю
не.тлѣ́н-нꙋ,не.тлѣ́н-нꙋ
не.тлѣ́н-нꙋ-ю,не.тлѣ́н-нꙋ-ю
не.тлѣ́н-ный,не.тлѣ́н-ный
не.тлѣ́н-ны-ми,не.тлѣ́н-ны-ми
не.тлѣ́н-нымъ,не.тлѣ́н-нымъ
не.тлѣ́н-ныхъ,не.тлѣ́н-ныхъ
не.тлѣ́н-ны-ѧ,не.тлѣ́н-ны-ѧ
не.тлѣ́н-нѣй,не.тлѣ́н-нѣй
не.тлѣ́н-нѣмъ,не.тлѣ́н-нѣмъ
не.тре́-нꙋ,не.тре́-нꙋ
не.тѣ*с.но-мѣ́ст-нѡ,не.тѣ*с.но-мѣ́ст-нѡ
не.ча́д-ство-вав-шї-ѧ,не.ча́д-ство-вав-шї-ѧ
не.че́-ствꙋ-ю-щихъ,не.че́-ствꙋ-ю-щихъ
не.че.сти́-ва-гѡ,не.че.сти́-ва-гѡ
не.че.сти́-вї-и,не.че.сти́-вї-и
не.че.сти́-во-мꙋ,не.че.сти́-во-мꙋ
не.че.сти́-вый,не.че.сти́-вый
не.че.сти́-выхъ,не.че.сти́-выхъ
не.че.сти̑-вы-ѧ,не.че.сти̑-вы-ѧ
не.че́-стї-е,не.че́-стї-е
не.че́-стї-ѧ,не.че́-стї-ѧ
не.чи̑-ста,не.чи̑-ста
не.чи́-сто,не.чи́-сто
не.чи-сто-тꙋ̀,не.чи-сто-тꙋ̀
не.чи-сто-ты̀,не.чи-сто-ты̀
не.чи-сто-тѣ̀,не.чи-сто-тѣ̀
не.чи́стъ,не.чи́стъ
не.чи́-стый,не.чи́-стый
не.чи́-сты-ми,не.чи́-сты-ми
не.чи́-стыхъ,не.чи́-стыхъ
не.чи̑-сты-ѧ,не.чи̑-сты-ѧ
не.чꙋ́в*ст.вї-ѧ,не.чꙋ́в*ст.вї-ѧ
низ-ве́р-жєн.ны-ѧ,низ-ве́р-жєн.ны-ѧ
низ-по*с.лѝ,низ-по*с.лѝ
низ.ри́-нꙋв-ша-ѧ,низ.ри́-нꙋв-ша-ѧ
ни́р.са,ни́р.са
ни-ще.то́-ю,ни-ще.то́-ю
ни-ще.тꙋ̀,ни-ще.тꙋ̀
ни-ще.ты̀,ни-ще.ты̀
ни-ще.тѣ̀,ни-ще.тѣ̀
нї-ка.нѡ́ръ,нї-ка.нѡ́ръ
нї-ки́-фо.ра,нї-ки́-фо.ра
нї-ки́-фо.ре,нї-ки́-фо.ре
нї-ко-ла́.ѣ,нї-ко-ла́.ѣ
нї-не.ѵ*і́-тѧ-ны,нї-не.ѵ*і́-тѧ-ны
нѡ́.ва-ѧ,нѡ́.ва-ѧ
но*в.го-ро́д-ска-гѡ,но*в.го-ро́д-ска-гѡ
нѡ́.вы-ѧ,нѡ́.вы-ѧ
нѡ́.е,нѡ́.е
но*еⷨ,но*еⷨ
н*ра́-ва,н*ра́-ва
н*ра́-вѡвъ,н*ра́-вѡвъ
н*ра́-вомъ,н*ра́-вомъ
н*ра́-вѡмъ,н*ра́-вѡмъ
н*ра́въ,н*ра́въ
н*ра́-вы,н*ра́-вы
нꙋ́жд.нꙋ-ю,нꙋ́жд.нꙋ-ю
нꙋ́.ждѣ,нꙋ́.ждѣ
ны́-нѣш.немъ,ны́-нѣш.немъ
ны́-нѣш.нѧ-гѡ,ны́-нѣш.нѧ-гѡ
нѣ́.гдѣ,нѣ́.гдѣ
нѣ̑.кї-имъ,нѣ̑.кї-имъ
нѣ̑.кї-ѧ,нѣ̑.кї-ѧ
нѣ́-ко-е.го,нѣ́-ко-е.го
нѣ́-ко-е.гѡ,нѣ́-ко-е.гѡ
нѣ́-ко-е.мꙋ,нѣ́-ко-е.мꙋ
нѣ.ме́ц-кїй,нѣ.ме́ц-кїй
нѣ́.смы,нѣ́.смы
нѣ́*ч.то,нѣ́*ч.то
ѡ҆б.ви́-та,ѡ҆б.ви́-та
ѡ҆б.ви́-та-го,ѡ҆б.ви́-та-го
ѡ҆*б.дер-жа́-щї-ѧ,ѡ҆*б.дер-жа́-щї-ѧ
ѡ҆*б.дер-жи́тъ,ѡ҆*б.дер-жи́тъ
ѻ҆-б*ла-кѡ́въ,ѻ҆-б*ла-кѡ́въ
ѻ҆́-бла.цы,ѻ҆́-бла.цы
ѡ҆́-бла.цѣ,ѡ҆́-бла.цѣ
ѡ҆-б*ле*г.чѝ,ѡ҆-б*ле*г.чѝ
ѡ҆б.на-жи́лъ,ѡ҆б.на-жи́лъ
ѡ҆б.но-вѝ,ѡ҆б.но-вѝ
ѡ҆б-но*в.ле́-нї-е,ѡ҆б-но*в.ле́-нї-е
ѡ҆б-но*в.ле́-нї-ѧ,ѡ҆б-но*в.ле́-нї-ѧ
ѡ҆б-но*в.лѧ́-ет-сѧ,ѡ҆б-но*в.лѧ́-ет-сѧ
ѡ҆б-но*в.лѧ́-етъ,ѡ҆б-но*в.лѧ́-етъ
ѡ҆б-но*в.лѧ́-ѧ,ѡ҆б-но*в.лѧ́-ѧ
ѡ҆б-но*в.лѧ́-ѧй,ѡ҆б-но*в.лѧ́-ѧй
ѡ҆б.но-вѧ́т-сѧ,ѡ҆б.но-вѧ́т-сѧ
ѻ҆*б.ра́-до-ван-на-ѧ,ѻ҆*б.ра́-до-ван-на-ѧ
ѡ҆б.ра́-до-ван-на-ѧ,ѡ҆б.ра́-до-ван-на-ѧ
ѻ҆́-бра.зе,ѻ҆́-бра.зе
ѡ҆́-бра.зе,ѡ҆́-бра.зе
ѡ҆́-браз.нѡ,ѡ҆́-браз.нѡ
ѡ҆.бра́з-нѡ,ѡ҆.бра́з-нѡ
ѻ҆́-бра.зы,ѻ҆́-бра.зы
ѡ҆́-бра.зѣ,ѡ҆́-бра.зѣ
ѡ҆.бра-тѝ,ѡ҆.бра-тѝ
